1 1 1 1 10648 14.553694
2 1 1 0 10648 26.986095
2 2 1 0 10648 47.355275
2 2 2 0 10648 27.770535
3 2 2 0 10648 25.288044
4 2 2 1 10648 18.808384
4 3 2 1 10648 16.954184
4 3 3 1 10648 12.050510
5 3 3 2 10648 10.239156
6 3 3 2 10648 9.552719
6 4 3 2 10648 8.828660
6 4 4 3 10648 5.566957
7 4 4 5 10648 3.764750
8 4 4 5 10648 4.176818
8 5 4 7 10648 2.799242
